NR_INWENT,C,50;NAZWA,C,200;REGION,C,254;GMINA,C,100;WLASCICIEL,C,254;DLUGOSC,N,19,4;GLEBOKOSC,N,19,4;PRZEWYZSZE,N,19,4;DENIWELACJ,N,19,4;OSUWISKOWA,N,5,0;X_1992,N,19,4;Y_1992,N,19,4;ID,N,10,0
J.Cz.IV-02.28;Szuflada;Wyżyna Śląsko-Krakowska;Ogrodzieniec (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);8,3;0;0;0;0;537226,1603;283754,0163;2528
J.Cz.II-02.19;Schronisko nad Zastudniem V;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Skarb Państwa (Lasy Państwowe);3,5;0;0;0;0;526844,4106;312234,6916;3664
K.Bs-03.140;Nora pod Wykrotem;Karpaty;Wisła (gm. miejska);Skarb Państwa (Lasy Państwowe);2,5;0;0;0;1;499548,36;197900,63;10198
N-2.18;Polny Schron;Niecka Nidziańska;Pińczów (gm. miejsko-wiejska);Prywatny;8;0;0;0;0;617103,8477;287454,7012;695
K.Bsd-01.28;Schronisko w Wietrznych Dziurach II;Karpaty;Stary Sącz (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);2,5;0;0;0;1;614679,19;179961,97;4546
S.III-04.07;Aven w Połomie (S-5.7);Sudety;Wojcieszów (gm. miejska);Skarb Państwa;108;22,8;27,1;4,3;0;282996,0238;346007,6622;3949
S.III-04.13;Jaskinia Pajęcza (S-5.13);Sudety;Wojcieszów (gm. miejska);Skarb Państwa;16;5,8;16,4;10,6;0;283148,4822;346049,4506;3955
T.F-11.17;Wyżni Okap nad Tomanową;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;6;0;3;3;0;565579,8;151759,45;4429
T.E-09.38;Szczelina na Zakręcie II;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;3,5;0;0;0;0;563479,63;152523,99;4366
T.D-12.26;Korytarz nad Zagonem;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;14;0;0;0;0;566429,2;153707,35;4167
S.III-04.17;Jaskinia Ostrych Kantów (S-5.17);Sudety;Wojcieszów (gm. miejska);Skarb Państwa;15;8,6;11,5;2,9;0;282993,3098;345957,7437;3959
K.Bsd-01.30;Jama pod Wietrznymi Dziurami I;Karpaty;Stary Sącz (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);2;0;0;0;1;614500,12;180257,47;4547
S.III-04.29;Jaskinia Silesia (S-5.29);Sudety;Wojcieszów (gm. miejska);Skarb Państwa;15;3;12,5;9,5;0;282312,283;347246,3295;3971
K.Bsd-02.53;Piwnica Połymia II;Karpaty;Piwniczna-Zdrój (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);3;0;0;0;0;632961,53;177931,98;4569
T.E-09.49;Komin w Ździarach;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;27;0;16,5;19,5;0;563885,3;153175,51;4390
J.Olk.I-05.08;Rura nad Sokolimi Oknami;Wyżyna Śląsko-Krakowska;Zabierzów (gm. wiejska);Skarb Państwa;4;0;0;0;0;556081,57;254368,69;4651
T.F-10.23;Drugi Krakowski Okap;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;3,5;0;0,7;0,7;0;564585,31;152023,4;4418
T.F-11.16;Niżni Okap nad Tomanową;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;4;0;1,8;1,8;0;565579,8;151759,45;4428
S.I-02.01;Jaskinia Radochowska (S-3.1);Sudety;Lądek-Zdrój (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);265;0;0;0;0;344824,8424;279145,3826;3928
T.E-09.26;Paszcza Rekina;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;25;8;13,5;5,5;0;563395,82;152427,93;4350
T.F-09.38;Okap z Kurtyną;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;8;0;0;0;0;563940;152051,38;4466
K.Bsd-02.51;Piwnica Parchowatka;Karpaty;Piwniczna-Zdrój (gm. miejsko-wiejska);Komunalny;2,5;0;0;0;0;630509,89;177952,53;4567
K.Bsd-02.61;Dziura nad Jaworczykiem;Karpaty;Piwniczna-Zdrój (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);2;0;0;0;1;632571,58;179164,21;4612
T.D-05.12;Okap przed Bramą;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;3,2;0;0;0;0;559303,74;153601,86;4307
T.E-08.74;Nyża ze Znakami;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;3,6;0;0;0;0;562255,39;153014,81;4349
S.III-04.19;Schron Frankowy (S-5.19);Sudety;Wojcieszów (gm. miejska);Skarb Państwa;11;0;4;0;0;282860,9626;345364,151;3961
S.III-04.14;Studnia pod Nową (S-5.14);Sudety;Wojcieszów (gm. miejska);Skarb Państwa;21;5,6;8,1;2,5;0;283345,4397;345988,6958;3956
S.III-04.30;Jaskinia Śmiertelna (S-5.30);Sudety;Wojcieszów (gm. miejska);Skarb Państwa;24,5;0;20;0;0;281946,5985;346965,7907;3972
T.D-05.13;Okap nad Kościołem;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;3,1;0;0;0;0;560254,5;153532,23;4387
T.D-05.11;Dmuchająca Szczelina;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;5;0;0;0;0;559679,08;153659,33;4306
J.Olk.I-04.23;Schronisko na Podmłyniu;Wyżyna Śląsko-Krakowska;Zabierzów (gm. wiejska);Prywatny;5;0;3;3;0;558355,93;254485,75;10956
K.Bw-01.19;Szczelina z Jeziorkiem;Karpaty;Tokarnia (gm. wiejska);Komunalny;2;0;0;0;1;563151,59;206292,84;10601
K.Bs-03.47;Jaskinia przy Ondraszku;Karpaty;Szczyrk (gm. miejska);Skarb Państwa (Lasy Państwowe);11,4;1;1;0;1;501726,65;202099,07;10602
K.Pd-01.30;Sztolnia nad Czają I;Karpaty;Korczyna (gm. wiejska);Skarb Państwa (Lasy Państwowe);20;0;7;7;0;703533,16;213057,49;10494
K.Bs-04.62;Schron Fortepian;Karpaty;Brenna (gm. wiejska);Skarb Państwa (Lasy Państwowe);3,2;0;0;0;1;497240,65;202263,75;10578
K.Bw-01.17;Skrytka w Rowie;Karpaty;Mszana Dolna (gm. wiejska);Skarb Państwa (Lasy Państwowe);1,5;0;0;0;1;571822,83;198660,4;10579
K.Bs-04.109;Dziura w Błatniej;Karpaty;Brenna (gm. wiejska);Skarb Państwa (Lasy Państwowe);4,2;2,5;2,5;0;1;495986,74;208981,44;10580
K.Pr-02.28;Szczelina z Okienkiem;Karpaty;Ciężkowice (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);3,5;0;1;1;0;633959,51;211613,49;10480
K.Bw-01.22;Jaskinia Delty;Karpaty;Mszana Dolna (gm. wiejska);Skarb Państwa (Lasy Państwowe);10;5,5;5,5;0;0;571912,73;198548,27;10605
ZZZ-9.9.8;TEST2 - obiekt do testów CBDG;Karpaty;Rajcza (gm. wiejska);;0;0;0;0;0;500617,49;179611,16;11054
K.Bs-03.48;Schron przy Ondraszku;Karpaty;Szczyrk (gm. miejska);Skarb Państwa (Lasy Państwowe);1,5;0;0;0;1;501722,65;202089,81;10606
J.Olk.II-03.28;Sztolnia na Rudnicy;Wyżyna Śląsko-Krakowska;Klucze (gm. wiejska);Skarb Państwa (Lasy Państwowe);96,8;2,5;2,5;0;0;539147,14;274927,31;10429
K.Pr-02.24;Bardzo Niski Okap;Karpaty;Ciężkowice (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);3,5;0;0;0;0;634669,05;211810,29;10476
K.Bsz-02.15;Schronisko Kostywskie;Karpaty;Cisna (gm. wiejska);Skarb Państwa;3,5;0;0;0;0;757178,21;149628,11;10420
J.Olk.II-03.23;Jaskinia Mąciwody;Wyżyna Śląsko-Krakowska;Klucze (gm. wiejska);Prywatny;195;22;23;1;0;540123,49;274129,31;10421
K.Bs-03.36;Jaskinia Przechodnia;Karpaty;Ustroń (gm. miejska);Skarb Państwa (Lasy Państwowe);11;0;5;5;1;487476,86;204313,95;10561
K.Bs-02.203;Schron między Drogami;Karpaty;Wisła (gm. miejska);Skarb Państwa (Lasy Państwowe);3;1;1;0;1;498014,51;195411,96;10597
K.Bsz-02.17;Schronisko w Berdzie II;Karpaty;Lutowiska (gm. wiejska);Skarb Państwa;6;1,5;1,5;0;1;774749,33;140588,34;10423
K.Pr-02.20;Okap pod Wodospadem w Jamnej;Karpaty;Zakliczyn (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);7,5;0;4,5;4,5;0;632618,58;212596,69;10472
K.Pr-02.21;Kapi Okap;Karpaty;Korzenna (gm. wiejska);Skarb Państwa (Lasy Państwowe);4;0;1;1;0;633053,15;210874,44;10473
K.Bs-03.37;Dolny Schron;Karpaty;Ustroń (gm. miejska);Skarb Państwa (Lasy Państwowe);7;0;0;0;1;487470,63;204304,4;10562
K.Bw-01.20;Schronisko Aresa;Karpaty;Mszana Dolna (gm. wiejska);Skarb Państwa (Lasy Państwowe);4;0;0;0;1;571861,66;198619,54;10603
J.Olk.II-03.24;Okap z Półką na Pożogach;Wyżyna Śląsko-Krakowska;Klucze (gm. wiejska);Prywatny;5,9;0;1,1;1,1;0;539640,49;272906,89;10424
K.Pr-02.22;Schronisko Kwietniowe;Karpaty;Ciężkowice (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);3;0;0;0;0;639114,1;212574,74;10474
K.Bs-03.40;Okap w Malince;Karpaty;Wisła (gm. miejska);Skarb Państwa (Lasy Państwowe);16;0;0;0;0;499340,66;197740,42;10564
K.Bs-03.60;Trójkątny Schron;Karpaty;Szczyrk (gm. miejska);Skarb Państwa (Lasy Państwowe);4;0;0;0;1;502559,19;203661,61;10626
J.Olk.I-04.41;Jaskinia Narożna;Wyżyna Śląsko-Krakowska;Wielka Wieś (gm. wiejska);Prywatny;6;0;1;1;0;558890,61;254575;10974
J.Olk.I-08.08;Koleba z Oknem;Wyżyna Śląsko-Krakowska;Zabierzów (gm. wiejska);Prywatny;5;0;0;0;0;550636,56;254477,83;10997
K.Bn-09.68;Schronisko w Trzcianie VIII;Karpaty;Dukla (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);7;0;5;5;0;693330,65;185703,85;10863
J.Olk.I-04.42;Nyża przed Zakrętem;Wyżyna Śląsko-Krakowska;Wielka Wieś (gm. wiejska);Prywatny;2;0;0;0;0;558902,41;254584,4;10975
J.Olk.I-08.09;Grota w Konopówce;Wyżyna Śląsko-Krakowska;Zabierzów (gm. wiejska);Skarb Państwa (Lasy Państwowe);13;4,2;4,5;0,3;0;551396,61;255071,8;10998
J.Olk.I-04.44;Schronisko przed Zakrętem II;Wyżyna Śląsko-Krakowska;Wielka Wieś (gm. wiejska);Prywatny;11;0;1;1;0;558943,93;254597,21;10977
K.Bn-09.77;Schronisko Miodowe;Karpaty;Dukla (gm. miejsko-wiejska);Prywatny;2;0;0;0;1;694509,07;188660,31;10851
J.Olk.I-04.45;Schronisko przed Zakrętem III;Wyżyna Śląsko-Krakowska;Wielka Wieś (gm. wiejska);Prywatny;6;0;2;2;0;558953,71;254609,67;10978
J.Olk.I-08.10;Szczelina w Dalnicy I;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;2,3;0;0;0;0;551740,71;259873,69;10999
K.Bn-03.06;Zbójnicka Spiżarnia;Karpaty;Uście Gorlickie (gm. wiejska);Skarb Państwa (Lasy Państwowe);2,5;0;1;1;1;651789,78;177866,81;10817
K.Bn-03.08;Szczelina Jaworzyńska;Karpaty;Uście Gorlickie (gm. wiejska);Skarb Państwa (Lasy Państwowe);7;2,7;2,7;0;1;663328,6;178396,84;10818
K.Bn-11.06;Okap Aldowina;Karpaty;Komańcza (gm. wiejska);Skarb Państwa (Lasy Państwowe);2;0;0;0;0;720709,32;174823;10806
K.Bn-11.09;Schronisko z Klepsydrami;Karpaty;Komańcza (gm. wiejska);Skarb Państwa (Lasy Państwowe);3,1;0;0;0;0;720823,2;174700,84;10809
K.Bn-11.11;Mała Koleba;Karpaty;Komańcza (gm. wiejska);Skarb Państwa (Lasy Państwowe);2,8;0;1,8;1,8;0;721004,71;174603,06;10811
K.Bn-05.33;Schronisko w Kornutach XX;Karpaty;Sękowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);3;0;0;0;1;668725,4;193371,14;10847
K.Bn-10.15;Schronisko Cergowskie III;Karpaty;Dukla (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);3,5;1,1;1,1;0;1;697315,12;187775,34;10853
K.Bn-04.21;Schronisko Wodne w Bodakach;Karpaty;Sękowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);2;0;0;0;1;664510,9;193699,21;10819
K.Bn-04.22;Schronisko w Ostrej Górze III;Karpaty;Sękowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);2,2;0;0;0;1;666134,05;191591,92;10820
K.Bn-05.11;Schronisko na Wątkowej II;Karpaty;Dębowiec (gm. wiejska);Skarb Państwa (Lasy Państwowe);2,5;0;0;0;1;670061,97;192838,07;10823
K.Bn-05.18;Schronisko w Kornutach IX;Karpaty;Sękowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);5;0;1;1;1;668588,82;193499,76;10832
K.Bn-05.19;Schronisko w Kornutach X;Karpaty;Sękowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);3;0;1,5;1,5;1;668577,55;193474,69;10833
K.Bn-05.14;Schronisko na Wątkowej V;Karpaty;Sękowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);4;0;0;0;1;670983,83;191507,42;10826
J.Olk.I-08.12;Szczelina w Dalnicy II;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;6,2;0;0;0;0;551775;259812,27;11001
J.Cz.IV-03.48;Schronisko w Zamczysku III;Wyżyna Śląsko-Krakowska;Ogrodzieniec (gm. miejsko-wiejska);Prywatny;4;0;0;0;0;543655,814;283988,5447;2724
J.Cz.IV-02.24;Schronisko w Kwiecynku;Wyżyna Śląsko-Krakowska;Klucze (gm. wiejska);Prywatny;19,2;0;3,5;3,5;0;542868,8128;281295,6016;2489
J.Cz.II-02.47;Schronisko obok Starego Komina;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Skarb Państwa (Lasy Państwowe);5;0;0;0;0;527436,1262;312900,357;3706
T.F-09.11;Jaskinia pod Okapem;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;120;3;21,5;18,5;0;563877,52;152330,73;1663
J.Cz.I-04.01;Jaskinia Siedlecka;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Prywatny;52;18;18;0;0;525606,7592;314759,9841;2349
J.Cz.II-04.15;Schronisko obok Jaskini Trzebniowskiej;Wyżyna Śląsko-Krakowska;Niegowa (gm. wiejska);Prywatny;4;0;1;0;0;529826,9637;310606,089;3772
J.Cz.II-04.16;Schronisko na Półce pod Jaskinią Trzebniowską;Wyżyna Śląsko-Krakowska;Niegowa (gm. wiejska);Prywatny;4;0;0;0;0;529937,9104;310569,1048;3773
T.E-13.06;Chuda Mnichowa Studnia;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;50;18;22;4;0;567577,15;153604,31;1584
J.Cz.IV-05.06;Szczelina w Górach Bydlińskich;Wyżyna Śląsko-Krakowska;Klucze (gm. wiejska);Prywatny;9,5;1,5;2,5;1;0;545050,9157;282332,7763;2673
J.Cz.II-02.50;Schronisko nad Starym Kominem;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Skarb Państwa (Lasy Państwowe);3;0;0;0;0;527436,3951;312890,3692;3712
T.D-08.58;Zamczysko Niżnie;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;58;2,5;9,6;7,1;0;563189,71;153657,01;1166
J.Śl-01.15;Schronisko w Szczepanku III;Wyżyna Śląsko-Krakowska;Strzelce Opolskie (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);9;2;2;0;0;453512,3542;296179,4032;1836
J.Cz.IV-04.71;Schronisko Północne;Wyżyna Śląsko-Krakowska;Pilica (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);9,2;0;1;1;0;547859,9891;285939,5318;2544
J.Cz.IV-04.72;Zespół Schronisk pod Basztą;Wyżyna Śląsko-Krakowska;Pilica (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);31;0;2;2;0;547939,4288;285878,4934;2545
J.Cz.II-04.08;Schronisko pod Ostańczykiem I;Wyżyna Śląsko-Krakowska;Niegowa (gm. wiejska);Prywatny;3;0;0;0;0;530355,788;311010,1839;3758
T.C-09.01;Tatowa Szczelina;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;3,7;3,5;3,5;0;0;563363,1;154514,08;1045
J.Wl-01Ex;"Jaskinie ""A"", ""B"", ""C""";Wyżyna Śląsko-Krakowska;Działoszyn (gm. miejsko-wiejska);;0;0;0;0;0;495335,1687;361101,3855;1798
J.Cz.IV-04.54;Schronisko za Majdanem;Wyżyna Śląsko-Krakowska;Wolbrom (gm. miejsko-wiejska);Prywatny;10;0;10;10;0;547909,8001;284797,4316;2644
K.Bsd-01.39;Dziura KTN;Karpaty;Stary Sącz (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);3;0;0;0;1;611790,19;179841,8;4746
T.E-07.45;Nyża pod Bańdziochem;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;12;0;6;6;0;561864,77;153107,17;1352
J.BK-03.08;Schronisko Kręte w Panieńskich Skałach;Wyżyna Śląsko-Krakowska;Kraków (gm. miejska);Skarb Państwa (Lasy Państwowe);8;0,8;0,8;0;0;561503,5772;244057,133;2132
J.Wl-01.04;Jaskinia za Kratą;Wyżyna Śląsko-Krakowska;Działoszyn (gm. miejsko-wiejska);Skarb Państwa;70;17,5;17,5;0;0;485358,3068;359081,91;1752
K.Bż-05.51;Schronisko nad Jastrzębim IV;Karpaty;Zawoja (gm. wiejska);Skarb Państwa (Lasy Państwowe);3,5;0;0;0;1;541540,33;197984,92;10192
T.E-09.50;Schron w Organach;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;6,4;0;1;1;0;563620,3;153157,01;4391
T.D-07.01;Dziura nad Zabijakiem I;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;3,6;0;0;0;0;561937,84;153928,21;4506
J.Olk.I-05.09;Schronisko obok Jaskini na Skałce;Wyżyna Śląsko-Krakowska;Zabierzów (gm. wiejska);Skarb Państwa;5;0;0;0;0;555979,14;254676,4;4652
T.E-08.69;Serowa Dziura;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;9,5;0;4,5;4,5;0;562956,32;152461,17;4327
T.D-12.25;Jaskinia pod Żebrem;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;15;3;3;0;0;566429,2;153707,35;4166
T.C-05.08;Grotka przy Huciskach;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;1;0;0;0;0;559246,38;154761,51;4226
K.Bsd-01.34;Mała Kocurkowa Jama;Karpaty;Rytro (gm. wiejska);Skarb Państwa (Lasy Państwowe);2;0;0;0;1;615778,59;179981,16;4551
K.Bm-01.13;Schron nad Wilkowicami III;Karpaty;Wilkowice (gm. wiejska);Skarb Państwa (Lasy Państwowe);2;0;0;0;1;507991,85;210517,83;10291
K.Bmk-02.22;Lisia Dziura w Pindelówce;Karpaty;Jeleśnia (gm. wiejska);Skarb Państwa (Lasy Państwowe);16;2,5;2,5;0;0;531194,54;193908,71;10299
S.III-04.32;Jaskinia Gwiaździsta (S-5.32);Sudety;Wojcieszów (gm. miejska);Skarb Państwa;562;0;65;0;0;282763,84;345419,49;3986
T.C-05.07;"Schronisko w Międzyścianach ""nad II""";Tatry;Kościelisko (gm. wiejska);Skarb Państwa;4;0;0;0;0;559670,13;154260,67;4266
T.A-08.01;Schron w Żlebie Jaroniec;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;3,5;0;0;0;0;562368,28;156785,9;4046
K.Bsd-01.36;Jamka Skrzatów;Karpaty;Stary Sącz (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);2;0;0;0;1;611875,62;179797,22;4730
K.Bm-01.12;Schron Maćkowy;Karpaty;Wilkowice (gm. wiejska);Skarb Państwa (Lasy Państwowe);3;0;0;0;1;507907,84;210523,88;10290
T.D-08.69;Szczelina przed Sową;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;3;0;0;0;0;562895,01;153827,92;4586
S.III-04.12;Jaskinia obok Wschodniej (S - 5.12 ex);Sudety;Wojcieszów (gm. miejska);Skarb Państwa;0;0;0;0;0;282983,167;346005,0039;3954
T.F-10.25;Mały Krakowski Schron;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;3;0;0;0;0;564604,58;151863,39;4420
J.Olk.I-05.10;Jaskinia na Skałce;Wyżyna Śląsko-Krakowska;Zabierzów (gm. wiejska);Skarb Państwa;17;0;0;0;0;555959,3;254676,19;4653
T.C-12.01;Dziura w Czarnej Turni I;Tatry;Zakopane (gm. miejska);Skarb Państwa;5,5;1,5;1,5;0;0;566959,23;155364,06;4286
T.E-12.70;Znana Studnia;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;6,3;5,7;5,7;0;0;566325,09;153154,98;4409
S.III-04.25;Jaskinia Północna Duża (S-5.25);Sudety;Wojcieszów (gm. miejska);Skarb Państwa;103;39;39;0;0;282749,1414;346071,1257;3967
K.Bż-02.09;Studnia w Romance;Karpaty;Jeleśnia (gm. wiejska);Skarb Państwa (Lasy Państwowe);8;5;5;0;1;517473,58;187551,55;10071
K.Bż-02.10;Schronisko Dwupiętrowe na Romance;Karpaty;Jeleśnia (gm. wiejska);Skarb Państwa (Lasy Państwowe);8;0;0;0;1;517493,69;187542,36;10072
J.Cz.II-05.19;Schronisko pod Jaskinią Brzozową I;Wyżyna Śląsko-Krakowska;Niegowa (gm. wiejska);Prywatny;5;0;0;0;0;531398,2565;311445,6318;3804
J.Olk.II-01.19;Schronisko nad Januszkową Szczeliną;Wyżyna Śląsko-Krakowska;Olkusz (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);9;0;0;0;0;543854,71;271285,62;10041
K.Bs-03.115;Jaskinia Krucha w Kościelcu;Karpaty;Lipowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);8;1,8;1,8;0;1;502985,07;199028,31;10565
K.Bw-01.21;Schronisko Długie;Karpaty;Mszana Dolna (gm. wiejska);Skarb Państwa (Lasy Państwowe);2,5;0;0;0;1;571855,56;198626,25;10604
K.Pr-01.36;Szczelina  Żeglarzy;Karpaty;Gródek nad Dunajcem (gm. wiejska);Skarb Państwa;3,5;0;0;0;0;624069,26;209468,45;10557
K.Pd-01.46;Sarnia Szczelina;Karpaty;Korczyna (gm. wiejska);Skarb Państwa (Lasy Państwowe);9;0;4;4;0;703183,44;211971,69;10508
K.Bs-03.163;Schron nad Wyrchmalinkami;Karpaty;Wisła (gm. miejska);Skarb Państwa (Lasy Państwowe);5;0;0;0;1;497120,51;198954,78;10566
K.Bs-03.164;Schron nad Wyrchmalinkami II;Karpaty;Wisła (gm. miejska);Skarb Państwa (Lasy Państwowe);3,7;0;0;0;1;497121,71;198943,04;10567
K.Pd-01.31;Sztolnia nad Czają II;Karpaty;Korczyna (gm. wiejska);Skarb Państwa (Lasy Państwowe);20;0;6;6;0;703606,47;212812,96;10495
K.Pd-01.35;Okap w Owcy;Karpaty;Korczyna (gm. wiejska);Skarb Państwa (Lasy Państwowe);7;3;3;0;0;703394,84;212103,29;10498
K.Bw-01.12;Schronisko w Luboniu Wielkim VII;Karpaty;Mszana Dolna (gm. wiejska);Skarb Państwa (Lasy Państwowe);2;0;0;0;1;571825,63;198645,62;10535
K.Pd-01.47;Krowi Komin;Karpaty;Wojaszówka (gm. wiejska);Prywatny;9,5;0;6,5;6,5;0;700554,33;212049,66;10509
K.Pd-01.48;Szczelina Wilkołaka;Karpaty;Korczyna (gm. wiejska);Skarb Państwa (Lasy Państwowe);5,9;3;3;0;0;703229,22;211979,6;10510
K.Bs-04.30;Jaskinia w Stołowie III;Karpaty;Brenna (gm. wiejska);Skarb Państwa (Lasy Państwowe);3,5;2,5;2,5;0;1;497704,82;208566,73;10568
K.Pd-01.36;Jama w Dzwonie;Karpaty;Korczyna (gm. wiejska);Skarb Państwa (Lasy Państwowe);6;0;3;3;0;703297,49;212028,53;10499
K.Bs-01.16;Schron pod Stożkiem II;Karpaty;Wisła (gm. miejska);Skarb Państwa (Lasy Państwowe);2,3;0;0;0;1;487536,8;193181,09;10540
K.Pd-01.49;Schronisko z Muchomorkiem;Karpaty;Korczyna (gm. wiejska);Skarb Państwa (Lasy Państwowe);2;0;0;0;0;709234,72;211426,7;10511
K.Pc-01.15;Wężowa Jama;Karpaty;Ciężkowice (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);2;0;0;0;0;643412,48;214077,33;10513
K.Bs-02.151;Schronisko Niewypał;Karpaty;Lipowa (gm. wiejska);Prywatny;3,5;2,3;2,3;0;1;505149,07;198548;10583
K.Pd-01.37;Nora Cyklistów;Karpaty;Korczyna (gm. wiejska);Skarb Państwa (Lasy Państwowe);3;1,5;1,5;0;0;703266,29;212005,72;10500
K.Pst-01.02;Szczelina przy Ulicy Zdrojowej II;Karpaty;Dębica (gm. miejska);Prywatny;2;0;0;0;0;674470,24;243521,12;10432
K.Pst-01.10;Szczelina nad Wisłoką III;Karpaty;Dębica (gm. miejska);Skarb Państwa;1,5;0;0;0;0;669539,48;243467,63;10442
K.Pst-01.11;Schron Piec;Karpaty;Pilzno (gm. miejsko-wiejska);Prywatny;2;0;0;0;1;672033,25;233612,12;10443
K.Pc-01.16;Nisza w Warowni;Karpaty;Ciężkowice (gm. miejsko-wiejska);Skarb Państwa;4;0;0;0;0;641256,73;214122,44;10514
K.Pc-01.17;Koleba pod Borsukiem;Karpaty;Ciężkowice (gm. miejsko-wiejska);Skarb Państwa;7;0;0;0;0;641572;214000,95;10515
K.Pc-01.18;Schronisko w Zborowicach;Karpaty;Ciężkowice (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);4;0;1,3;1,3;0;641307,03;211970,57;10516
K.Pr-02.17;Schronisko w Grzybku;Karpaty;Korzenna (gm. wiejska);Skarb Państwa (Lasy Państwowe);3;0;1;1;0;632994,05;210835,92;10470
K.Bn-05.20;Jaskinia w Kornutach XI;Karpaty;Sękowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);7;2;2;0;1;668547,83;193461,41;10834
K.Bn-05.22;Schronisko w Kornutach XIII;Karpaty;Sękowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);4;2;2;0;1;668883,2;193335,87;10836
K.Bn-10.16;Schronisko Cergowskie IV;Karpaty;Dukla (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);2;1;1;0;1;697301,73;187756,31;10854
K.Bn-10.17;Okap w Cergowej;Karpaty;Dukla (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);5,5;0;0;0;1;697314,89;187948,41;10855
J.Olk.I-08.16;Okap przy Drodze do Kolonii Zachodniej;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Skarb Państwa (Lasy Państwowe);7;0;1,3;1,3;0;551639,9;259233,21;11005
K.Bn-05.23;Schronisko w Kornutach XIV;Karpaty;Sękowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);5;2;2;0;1;668883,2;193335,87;10837
K.Bn-05.24;Schronisko w Kornutach XV;Karpaty;Sękowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);4;0;0;0;1;668853,76;193313,32;10838
